단지명,전용면적(㎡),거래구분,번지,평균 거래금액(만원),시군구,계약년월,건축년도
벽산블루밍3차,59,매매,1720,78050,서울특별시 관악구 봉천동,202506,개인
벽산블루밍3차,83,매매,1720,83150,서울특별시 관악구 봉천동,202506,개인
벽산블루밍3차,111,매매,1720,87000,서울특별시 관악구 봉천동,202506,개인
벽산빌라트,159,매매,191-3,165000,서울특별시 성동구 옥수동,202506,개인
벽산솔렌스힐,84,매매,457,100000,서울특별시 마포구 신수동,202506,법인
벽산아파트1,52,매매,275,32000,서울특별시 도봉구 방학동,202506,개인
벽산아파트1,63,매매,275,39167,서울특별시 도봉구 방학동,202506,개인
벽산타운II,79,매매,1716,76000,서울특별시 관악구 봉천동,202506,개인
별빛고운,100,매매,235-2,69000,서울특별시 종로구 부암동,202506,개인
보광,66,매매,440,68500,서울특별시 구로구 구로동,202506,개인
보라매 신동아 파밀리에,59,매매,1125,84700,서울특별시 영등포구 대림동,202506,개인
보라매 신동아 파밀리에,84,매매,1125,95000,서울특별시 영등포구 대림동,202506,개인
보라매e편한세상,84,매매,720,130000,서울특별시 동작구 신대방동,202506,개인
보라매e편한세상,133,매매,720,138500,서울특별시 동작구 신대방동,202506,개인
보라매갑을,55,매매,1718,58400,서울특별시 관악구 신림동,202506,개인
보라매경남아너스빌,84,매매,4780,105000,서울특별시 영등포구 신길동,202506,개인
보라매두산위브,84,매매,4497,93400,서울특별시 영등포구 신길동,202506,개인
보라매삼성,84,매매,1698-1,91250,서울특별시 관악구 봉천동,202506,개인
보라매스카이아파트(1739),74,매매,1739,60000,서울특별시 관악구 신림동,202506,개인
보라매아카데미타워,115,매매,395-69,103000,서울특별시 동작구 신대방동,202506,개인
보라매에스케이뷰,59,매매,4958,137833,서울특별시 영등포구 신길동,202506,개인
보라매에스케이뷰,84,매매,4958,163075,서울특별시 영등포구 신길동,202506,개인
보라매에스케이뷰,100,매매,4958,180500,서울특별시 영등포구 신길동,202506,개인
보라매자이더포레스트,59,매매,724,126442,서울특별시 동작구 신대방동,202506,개인
보라매자이더포레스트,84,매매,724,150125,서울특별시 동작구 신대방동,202506,개인
보라매코오롱하늘채,84,매매,509,100000,서울특별시 동작구 대방동,202506,개인
보라매파크빌,84,매매,711,117300,서울특별시 동작구 신대방동,202506,개인
보라매해담채,12,매매,497-5,9900,서울특별시 관악구 신림동,202506,개인
보람,84,매매,1152,59500,서울특별시 강서구 화곡동,202506,개인
보람쉬움,81,매매,1271,65500,서울특별시 구로구 구로동,202506,개인
보람쉬움1,58,매매,416-1,51000,서울특별시 양천구 신월동,202506,개인
보람쉬움1,83,매매,416-1,64300,서울특별시 양천구 신월동,202506,개인
보람아파트,44,매매,639,38000,서울특별시 노원구 상계동,202506,개인
보람아파트,54,매매,639,48840,서울특별시 노원구 상계동,202506,개인
보람아파트,68,매매,639,55557,서울특별시 노원구 상계동,202506,개인
보람아파트,79,매매,639,67475,서울특별시 노원구 상계동,202506,개인
보문리슈빌하우트,59,매매,228,106917,서울특별시 성북구 보문동1가,202506,개인
보문파크뷰자이,45,매매,458,80367,서울특별시 성북구 보문동6가,202506,개인
보문파크뷰자이,59,매매,458,100857,서울특별시 성북구 보문동6가,202506,개인
보문파크뷰자이,72,매매,458,107125,서울특별시 성북구 보문동6가,202506,개인
보문파크뷰자이,84,매매,458,116000,서울특별시 성북구 보문동6가,202506,개인
보문하우스토리,117,매매,116,102500,서울특별시 성북구 보문동4가,202506,개인
보성,59,매매,442,82950,서울특별시 마포구 마포동,202506,개인
봉천동아,59,매매,1703,74450,서울특별시 관악구 봉천동,202506,개인
봉천동아,84,매매,1703,92000,서울특별시 관악구 봉천동,202506,개인
봉천동아,114,매매,1703,98875,서울특별시 관악구 봉천동,202506,개인
봉천우성,59,매매,1706,74150,서울특별시 관악구 봉천동,202506,개인
봉천우성,84,매매,1706,88260,서울특별시 관악구 봉천동,202506,개인
봉천우성,114,매매,1706,94600,서울특별시 관악구 봉천동,202506,개인
부영,80,매매,691-3,91300,서울특별시 강서구 등촌동,202506,개인
부영2,123,매매,908-28,169500,서울특별시 양천구 목동,202506,개인
부영2,149,매매,908-28,200000,서울특별시 양천구 목동,202506,개인
부영3,89,매매,908-34,139000,서울특별시 양천구 목동,202506,개인
부영3,95,매매,908-34,148500,서울특별시 양천구 목동,202506,개인
부영3,140,매매,908-34,220000,서울특별시 양천구 목동,202506,개인
부영3,152,매매,908-34,220000,서울특별시 양천구 목동,202506,개인
부흥아파트(33-10),84,매매,33-10,55000,서울특별시 은평구 신사동,202506,개인
북가좌삼호,75,매매,449,81500,서울특별시 서대문구 북가좌동,202506,개인
북가좌삼호,84,매매,449,82214,서울특별시 서대문구 북가좌동,202506,개인
북아현맨션,84,매매,114-1,151500,서울특별시 서대문구 북아현동,202506,개인
북한강(성원),59,매매,422,175000,서울특별시 용산구 이촌동,202506,개인
북한산대창센시티,59,매매,71-16,64300,서울특별시 은평구 불광동,202506,개인
북한산더샵,59,매매,464,98700,서울특별시 서대문구 홍은동,202506,개인
북한산더샵,84,매매,464,119750,서울특별시 서대문구 홍은동,202506,개인
북한산두산위브,59,매매,467,80000,서울특별시 서대문구 홍은동,202506,개인
북한산두산위브,84,매매,467,91800,서울특별시 서대문구 홍은동,202506,개인
북한산두산위브2차,59,매매,468,72360,서울특별시 서대문구 홍은동,202506,개인
북한산래미안아파트(1단지),59,매매,638,79000,서울특별시 은평구 불광동,202506,개인
북한산래미안아파트(1단지),114,매매,638,119000,서울특별시 은평구 불광동,202506,개인
북한산래미안아파트(2단지),59,매매,637,79833,서울특별시 은평구 불광동,202506,개인
북한산삼부르네상스102동103동104동,84,매매,8-920,67000,서울특별시 서대문구 홍은동,202506,개인
북한산아이파크5차,84,매매,825,93460,서울특별시 도봉구 창동,202506,개인
북한산아이파크5차,101,매매,825,110000,서울특별시 도봉구 창동,202506,개인
북한산아이파크5차,119,매매,825,121250,서울특별시 도봉구 창동,202506,개인
북한산아이파크5차,134,매매,825,123500,서울특별시 도봉구 창동,202506,개인
북한산코오롱하늘채,84,매매,732,73000,서울특별시 도봉구 쌍문동,202506,개인
북한산푸르지오,59,매매,281,90467,서울특별시 은평구 녹번동,202506,개인
북한산푸르지오,84,매매,281,103000,서울특별시 은평구 녹번동,202506,개인
북한산푸르지오,114,매매,281,122000,서울특별시 은평구 녹번동,202506,개인
북한산한양수자인아파트,59,매매,636,60000,서울특별시 은평구 불광동,202506,개인
북한산현대홈타운,59,매매,633,80500,서울특별시 은평구 불광동,202506,개인
북한산현대홈타운,84,매매,633,87875,서울특별시 은평구 불광동,202506,개인
북한산현대힐스테이트3차아파트,59,매매,641,78500,서울특별시 은평구 불광동,202506,개인
북한산현대힐스테이트3차아파트,84,매매,641,93000,서울특별시 은평구 불광동,202506,개인
북한산힐스테이트1차아파트,59,매매,635,76100,서울특별시 은평구 불광동,202506,개인
북한산힐스테이트1차아파트,84,매매,635,91650,서울특별시 은평구 불광동,202506,개인
북한산힐스테이트7차,59,매매,643,93925,서울특별시 은평구 불광동,202506,개인
북한산힐스테이트7차,84,매매,643,114233,서울특별시 은평구 불광동,202506,개인
불광롯데캐슬,59,매매,645,88133,서울특별시 은평구 불광동,202506,개인
불광롯데캐슬,84,매매,645,106750,서울특별시 은평구 불광동,202506,개인
브라운스톤2차,84,매매,1550,149000,서울특별시 성동구 금호동4가,202506,개인
브라운스톤공덕아파트,59,매매,170,160214,서울특별시 마포구 신공덕동,202506,개인
브라운스톤공덕아파트,114,매매,170,212300,서울특별시 마포구 신공덕동,202506,개인
브라운스톤관악,59,매매,1721,77900,서울특별시 관악구 봉천동,202506,개인
브라운스톤구산,84,매매,159-10,65000,서울특별시 은평구 구산동,202506,개인
브라운스톤금호,84,매매,1507,163143,서울특별시 성동구 금호동4가,202506,개인
브라운스톤남산,168,매매,458,180000,서울특별시 용산구 후암동,202506,개인
브라운스톤당산,84,매매,98,136000,서울특별시 영등포구 당산동4가,202506,개인
브라운스톤동선,84,매매,120,105500,서울특별시 성북구 동소문동7가,202506,개인
브라운스톤서울,117,매매,355,159500,서울특별시 중구 중림동,202506,개인
브라운스톤서울,139,매매,355,175000,서울특별시 중구 중림동,202506,개인
브라운스톤서초(1677-1),76,매매,1677-1,128000,서울특별시 서초구 서초동,202506,개인
브라운스톤쌍문,59,매매,729,56000,서울특별시 도봉구 쌍문동,202506,개인
브라운스톤암사아파트,84,매매,288-29,106500,서울특별시 강동구 천호동,202506,개인
브라운스톤태릉,59,매매,387,66500,서울특별시 중랑구 묵동,202506,개인
브라운스톤태릉,84,매매,387,84000,서울특별시 중랑구 묵동,202506,개인
브라운스톤휘경,59,매매,368,74750,서울특별시 동대문구 휘경동,202506,법인
브라이튼여의도,84,매매,525,393000,서울특별시 영등포구 여의도동,202506,개인
브라이튼여의도,101,매매,525,453400,서울특별시 영등포구 여의도동,202506,법인
브라이튼여의도,113,매매,525,490940,서울특별시 영등포구 여의도동,202506,법인
브라이튼여의도,115,매매,525,464700,서울특별시 영등포구 여의도동,202506,법인
브라이튼여의도,117,매매,525,487700,서울특별시 영등포구 여의도동,202506,법인
브라이튼여의도,132,매매,525,658500,서울특별시 영등포구 여의도동,202506,법인
비선아파트,48,매매,109,42000,서울특별시 노원구 공릉동,202506,개인
비선아파트,59,매매,109,57000,서울특별시 노원구 공릉동,202506,개인
비즈트위트그린,15,매매,98-10,13000,서울특별시 구로구 구로동,202506,개인
비즈트위트바이올렛5차,12,매매,140-36,9800,서울특별시 금천구 가산동,202506,개인
비콘드림힐(602),84,매매,602,65000,서울특별시 노원구 중계동,202506,개인
비콘드림힐3,59,매매,1310,66500,서울특별시 노원구 상계동,202506,개인
빛고을우방,84,매매,448-9,87000,서울특별시 강서구 가양동,202506,개인
빛여울,74,매매,151-6,38500,서울특별시 양천구 신월동,202506,개인
사가정센트럴아이파크,59,매매,1545,108500,서울특별시 중랑구 면목동,202506,개인
사가정센트럴아이파크,84,매매,1545,123175,서울특별시 중랑구 면목동,202506,개인
사가정센트럴아이파크,114,매매,1545,148800,서울특별시 중랑구 면목동,202506,개인
사당롯데캐슬골든포레,49,매매,1160,105000,서울특별시 동작구 사당동,202506,개인
사당롯데캐슬골든포레,59,매매,1160,117917,서울특별시 동작구 사당동,202506,개인
사당롯데캐슬골든포레,84,매매,1160,136800,서울특별시 동작구 사당동,202506,개인
사당우성2,46,매매,105,99500,서울특별시 동작구 사당동,202506,개인
사당우성2,84,매매,105,164000,서울특별시 동작구 사당동,202506,개인
사당우성2,118,매매,105,170750,서울특별시 동작구 사당동,202506,개인
사당우성3,46,매매,105,95000,서울특별시 동작구 사당동,202506,개인
사당우성3,59,매매,105,124500,서울특별시 동작구 사당동,202506,개인
사당우성3,84,매매,105,135000,서울특별시 동작구 사당동,202506,개인
사당우성3,108,매매,105,160000,서울특별시 동작구 사당동,202506,개인
사당우성3,118,매매,105,141750,서울특별시 동작구 사당동,202506,개인
사당자이,59,매매,1139,81750,서울특별시 동작구 사당동,202506,개인
사당자이,60,매매,1139,87167,서울특별시 동작구 사당동,202506,개인
사당자이,84,매매,1139,104250,서울특별시 동작구 사당동,202506,개인
사당휴먼시아,59,매매,1154,87000,서울특별시 동작구 사당동,202506,개인
사당휴먼시아,84,매매,1154,96000,서울특별시 동작구 사당동,202506,개인
사슴3,33,매매,320-11,32500,서울특별시 노원구 월계동,202506,개인
사슴3,39,매매,320-11,36575,서울특별시 노원구 월계동,202506,개인
산업인,47,매매,57-9,22417,서울특별시 구로구 고척동,202506,개인
산호,40,매매,118-16,140000,서울특별시 용산구 원효로4가,202506,개인
산호,78,매매,118-16,190000,서울특별시 용산구 원효로4가,202506,개인
산호,85,매매,118-16,200000,서울특별시 용산구 원효로4가,202506,개인
산호,100,매매,118-16,205500,서울특별시 용산구 원효로4가,202506,개인
산호,103,매매,118-16,222500,서울특별시 용산구 원효로4가,202506,개인
산호시티빌,41,매매,999-1,28800,서울특별시 금천구 시흥동,202506,개인
삼각산아이원,59,매매,1357,63300,서울특별시 강북구 미아동,202506,개인
삼각산아이원,84,매매,1357,74333,서울특별시 강북구 미아동,202506,개인
삼두,42,매매,2-3,50000,서울특별시 영등포구 신길동,202506,개인
삼두,43,매매,2-3,51750,서울특별시 영등포구 신길동,202506,개인
삼라마이다스빌2,84,매매,40-19,110000,서울특별시 용산구 문배동,202506,개인
삼부,92,매매,30-2,334000,서울특별시 영등포구 여의도동,202506,개인
삼부,146,매매,30-2,465000,서울특별시 영등포구 여의도동,202506,개인
삼부아그레빌,84,매매,98-11,200000,서울특별시 강남구 삼성동,202506,개인
삼부아그레빌,97,매매,98-11,222000,서울특별시 강남구 삼성동,202506,개인
삼부아파트102동,59,매매,99,177000,서울특별시 강남구 삼성동,202506,개인
삼부컨비니언,59,매매,1276,62750,서울특별시 성북구 길음동,202506,개인
삼부컨비니언,84,매매,1276,74500,서울특별시 성북구 길음동,202506,개인
삼선에스케이뷰,84,매매,116,128000,서울특별시 성북구 삼선동3가,202506,개인
삼선에스케이뷰,122,매매,116,157000,서울특별시 성북구 삼선동3가,202506,개인
삼선푸르지오,59,매매,425,74250,서울특별시 성북구 삼선동2가,202506,개인
삼선푸르지오,84,매매,425,92400,서울특별시 성북구 삼선동2가,202506,개인
삼선푸르지오,114,매매,425,93000,서울특별시 성북구 삼선동2가,202506,개인
삼선현대힐스테이트,56,매매,420,73800,서울특별시 성북구 삼선동2가,202506,개인
삼선현대힐스테이트,84,매매,420,86033,서울특별시 성북구 삼선동2가,202506,개인
삼선현대힐스테이트,114,매매,420,86700,서울특별시 성북구 삼선동2가,202506,개인
삼성,55,매매,1140,80000,서울특별시 동작구 사당동,202506,개인
삼성,59,매매,404,46700,서울특별시 성북구 석관동,202506,개인
삼성,59,매매,470-1,52250,서울특별시 강북구 번동,202506,개인
삼성,59,매매,593,52300,서울특별시 노원구 중계동,202506,개인
삼성,59,매매,817,97000,서울특별시 성동구 마장동,202506,개인
삼성,59,매매,843,105511,서울특별시 중구 신당동,202506,개인
삼성,60,매매,4759,74100,서울특별시 영등포구 신길동,202506,개인
삼성,72,매매,550,148333,서울특별시 마포구 도화동,202506,개인
삼성,73,매매,160,91500,서울특별시 송파구 오금동,202506,개인
삼성,73,매매,4759,90000,서울특별시 영등포구 신길동,202506,개인
삼성,84,매매,1140,96000,서울특별시 동작구 사당동,202506,개인
삼성,84,매매,160,100000,서울특별시 송파구 오금동,202506,개인
삼성,84,매매,550,158333,서울특별시 마포구 도화동,202506,개인
삼성,84,매매,593,81000,서울특별시 노원구 중계동,202506,개인
삼성,84,매매,596,82500,서울특별시 종로구 평창동,202506,개인
삼성,84,매매,660-5,52000,서울특별시 강서구 등촌동,202506,개인
삼성,84,매매,747,220000,서울특별시 강남구 수서동,202506,개인
삼성,84,매매,817,119250,서울특별시 성동구 마장동,202506,개인
삼성,84,매매,843,113833,서울특별시 중구 신당동,202506,개인
삼성,106,매매,996-16,39000,서울특별시 노원구 상계동,202506,개인
삼성,114,매매,550,178000,서울특별시 마포구 도화동,202506,개인
삼성,114,매매,843,126750,서울특별시 중구 신당동,202506,개인
삼성,136,매매,550,185000,서울특별시 마포구 도화동,202506,개인
삼성광나루,59,매매,508,107500,서울특별시 강동구 암사동,202506,개인
삼성광나루,84,매매,508,123000,서울특별시 강동구 암사동,202506,개인
삼성광나루,157,매매,508,129000,서울특별시 강동구 암사동,202506,개인
삼성광장1,66,매매,561,169000,서울특별시 광진구 광장동,202506,개인
삼성광장2,69,매매,453-1,127833,서울특별시 광진구 광장동,202506,개인
삼성광장2,84,매매,453-1,144000,서울특별시 광진구 광장동,202506,개인
삼성그린,96,매매,326-10,67800,서울특별시 동대문구 장안동,202506,개인
삼성꽃마을,59,매매,858,53400,서울특별시 강서구 방화동,202506,개인
삼성동롯데아파트,59,매매,17,187000,서울특별시 강남구 삼성동,202506,개인
삼성동롯데아파트,91,매매,17,267000,서울특별시 강남구 삼성동,202506,개인
삼성동센트럴아이파크,59,매매,188,290000,서울특별시 강남구 삼성동,202506,법인
삼성동센트럴아이파크,84,매매,188,387000,서울특별시 강남구 삼성동,202506,법인
삼성동중앙하이츠빌리지,59,매매,14-1,240000,서울특별시 강남구 삼성동,202506,개인
삼성동힐스테이트 1단지,84,매매,16-2,328750,서울특별시 강남구 삼성동,202506,개인
삼성동힐스테이트 1단지,114,매매,16-2,408000,서울특별시 강남구 삼성동,202506,개인
삼성래미안,56,매매,256-1,73000,서울특별시 구로구 구로동,202506,개인
삼성래미안,58,매매,256-1,80250,서울특별시 구로구 구로동,202506,개인
삼성래미안,59,매매,23,124800,서울특별시 용산구 도원동,202506,개인
삼성래미안,59,매매,38-1,84400,서울특별시 영등포구 양평동2가,202506,개인
삼성래미안,59,매매,492,112000,서울특별시 동작구 본동,202506,개인
삼성래미안,59,매매,4934,79962,서울특별시 영등포구 신길동,202506,개인
삼성래미안,59,매매,91-5,240000,서울특별시 강남구 도곡동,202506,개인
삼성래미안,60,매매,1133,115250,서울특별시 동작구 사당동,202506,개인
삼성래미안,66,매매,45,74750,서울특별시 도봉구 창동,202506,개인
삼성래미안,73,매매,45,68300,서울특별시 도봉구 창동,202506,개인
삼성래미안,78,매매,256-1,84750,서울특별시 구로구 구로동,202506,개인
삼성래미안,84,매매,1133,127680,서울특별시 동작구 사당동,202506,개인
삼성래미안,84,매매,23,146500,서울특별시 용산구 도원동,202506,개인
삼성래미안,84,매매,38-1,104000,서울특별시 영등포구 양평동2가,202506,개인
삼성래미안,84,매매,45,83675,서울특별시 도봉구 창동,202506,개인
삼성래미안,84,매매,492,131000,서울특별시 동작구 본동,202506,개인
삼성래미안,84,매매,4934,94333,서울특별시 영등포구 신길동,202506,개인
삼성래미안,110,매매,256-1,99500,서울특별시 구로구 구로동,202506,개인
삼성래미안,114,매매,1133,134700,서울특별시 동작구 사당동,202506,개인
삼성래미안,114,매매,23,160700,서울특별시 용산구 도원동,202506,개인
삼성래미안,114,매매,4934,105000,서울특별시 영등포구 신길동,202506,개인
삼성래미안1,59,매매,2626,148000,서울특별시 서초구 방배동,202506,개인
삼성래미안1,84,매매,2626,172500,서울특별시 서초구 방배동,202506,개인
삼성래미안1,114,매매,2626,182000,서울특별시 서초구 방배동,202506,개인
삼성래미안2,59,매매,421,98875,서울특별시 동작구 상도동,202506,개인
삼성래미안2,84,매매,421,109167,서울특별시 동작구 상도동,202506,개인
삼성래미안2,114,매매,421,128000,서울특별시 동작구 상도동,202506,개인
삼성래미안트리베라2단지,58,매매,812,76600,서울특별시 강북구 미아동,202506,개인
삼성래미안트리베라2단지,59,매매,812,74456,서울특별시 강북구 미아동,202506,개인
삼성래미안트리베라2단지,84,매매,812,91225,서울특별시 강북구 미아동,202506,개인
삼성사이버빌리지,59,매매,200,134667,서울특별시 중구 중림동,202506,개인
삼성사이버빌리지,84,매매,200,149767,서울특별시 중구 중림동,202506,개인
삼성산주공(주공3단지),58,매매,1714,50500,서울특별시 관악구 신림동,202506,개인
삼성산주공(주공3단지),83,매매,1714,59217,서울특별시 관악구 신림동,202506,개인
삼성산주공(주공3단지),113,매매,1714,68350,서울특별시 관악구 신림동,202506,개인
삼성쉐르빌,84,매매,199-18,120000,서울특별시 광진구 구의동,202506,개인
삼성쉐르빌,84,매매,69,105550,서울특별시 성동구 도선동,202506,개인
삼성쉐르빌,144,매매,199-18,143000,서울특별시 광진구 구의동,202506,개인
삼성쉐르빌,163,매매,318-10,228000,서울특별시 양천구 신정동,202506,개인
삼성쉐르빌,216,매매,318-10,248000,서울특별시 양천구 신정동,202506,개인
삼성쉐르빌,221,매매,318-10,195200,서울특별시 양천구 신정동,202506,개인
삼성청담공원아파트,59,매매,60,184000,서울특별시 강남구 청담동,202506,개인
삼성청담공원아파트,84,매매,60,220000,서울특별시 강남구 청담동,202506,개인
삼성청담공원아파트,107,매매,60,275500,서울특별시 강남구 청담동,202506,개인
삼성청담아파트,59,매매,42,196000,서울특별시 강남구 청담동,202506,개인
삼성하나로,59,매매,248-3,64167,서울특별시 강서구 염창동,202506,개인
삼성한사랑1,59,매매,632-4,65250,서울특별시 강서구 등촌동,202506,개인
삼성홈타운,84,매매,602-200,70000,서울특별시 관악구 남현동,202506,개인
삼안리치,58,매매,570-10,26000,서울특별시 도봉구 도봉동,202506,개인
삼익,49,매매,708,174500,서울특별시 강남구 수서동,202506,개인
삼익,58,매매,330,79800,서울특별시 동작구 노량진동,202506,개인
삼익,59,매매,234-46,47100,서울특별시 금천구 가산동,202506,개인
삼익,59,매매,5-13,43733,서울특별시 금천구 시흥동,202506,개인
삼익,59,매매,73,62900,서울특별시 동대문구 이문동,202506,개인
삼익,60,매매,394,80000,서울특별시 영등포구 당산동3가,202506,개인
삼익,82,매매,394,94000,서울특별시 영등포구 당산동3가,202506,개인
삼익,84,매매,330,84000,서울특별시 동작구 노량진동,202506,개인
삼익,84,매매,5-13,58150,서울특별시 금천구 시흥동,202506,개인
삼익,84,매매,73,83500,서울특별시 동대문구 이문동,202506,개인
삼익,84,매매,933,144000,서울특별시 양천구 목동,202506,개인
삼익,84,매매,956,66300,서울특별시 금천구 독산동,202506,개인
삼익,98,매매,135,79000,서울특별시 성북구 안암동3가,202506,개인
삼익,114,매매,933,160250,서울특별시 양천구 목동,202506,개인
삼익(1단지),59,매매,330,45000,서울특별시 구로구 고척동,202506,개인
삼익(2단지),59,매매,331,44900,서울특별시 구로구 고척동,202506,개인
삼익(2단지),84,매매,331,61333,서울특별시 구로구 고척동,202506,개인
삼익2차아파트,84,매매,754,58500,서울특별시 노원구 공릉동,202506,개인
삼익4단지아파트,39,매매,714,35500,서울특별시 노원구 공릉동,202506,개인
삼익4단지아파트,49,매매,714,51000,서울특별시 노원구 공릉동,202506,개인
삼익4단지아파트,59,매매,714,50000,서울특별시 노원구 공릉동,202506,개인
삼익4차플라주,83,매매,1056,56500,서울특별시 양천구 신월동,202506,개인
삼익가든,57,매매,270,100000,서울특별시 강동구 명일동,202506,개인
삼익가든,71,매매,270,120750,서울특별시 강동구 명일동,202506,개인
삼익가든,72,매매,270,110857,서울특별시 강동구 명일동,202506,개인
삼익가든,82,매매,270,135333,서울특별시 강동구 명일동,202506,개인
삼익가든,106,매매,270,137667,서울특별시 강동구 명일동,202506,개인
삼익가든,117,매매,270,145833,서울특별시 강동구 명일동,202506,개인
삼익그린2차,42,매매,15,112750,서울특별시 강동구 명일동,202506,개인
삼익그린2차,54,매매,15,131857,서울특별시 강동구 명일동,202506,개인
삼익그린2차,66,매매,15,151444,서울특별시 강동구 명일동,202506,개인
삼익그린2차,84,매매,15,161300,서울특별시 강동구 명일동,202506,개인
삼익그린2차,107,매매,15,203600,서울특별시 강동구 명일동,202506,개인
삼익그린2차,128,매매,15,192000,서울특별시 강동구 명일동,202506,개인
삼익대청아파트,51,매매,12,176500,서울특별시 강남구 개포동,202506,개인
삼익대청아파트,60,매매,12,205000,서울특별시 강남구 개포동,202506,개인
삼익세라믹,42,매매,56,30375,서울특별시 도봉구 쌍문동,202506,개인
삼익세라믹,79,매매,56,57700,서울특별시 도봉구 쌍문동,202506,개인
삼익세라믹아파트,42,매매,274,32500,서울특별시 도봉구 방학동,202506,개인
삼익아파트,59,매매,288-5,72000,서울특별시 강동구 천호동,202506,개인
삼익아파트,59,매매,690-2,49000,서울특별시 노원구 공릉동,202506,개인
삼익파크맨션,55,매매,53,85000,서울특별시 강동구 길동,202506,개인
삼익파크맨션,56,매매,53,77333,서울특별시 강동구 길동,202506,개인
삼익파크맨션,59,매매,53,87167,서울특별시 강동구 길동,202506,개인
삼익파크맨션,62,매매,53,94583,서울특별시 강동구 길동,202506,개인
삼익파크맨션,63,매매,53,96500,서울특별시 강동구 길동,202506,개인
삼익파크맨션,72,매매,53,104700,서울특별시 강동구 길동,202506,개인
삼익파크맨션,95,매매,53,125000,서울특별시 강동구 길동,202506,개인
삼익파크맨션,97,매매,53,97500,서울특별시 강동구 길동,202506,개인
삼익파크맨션,130,매매,53,148000,서울특별시 강동구 길동,202506,개인
삼익파크맨션,137,매매,53,135000,서울특별시 강동구 길동,202506,개인
삼익포레스트아파트,51,매매,737,43990,서울특별시 노원구 공릉동,202506,개인
삼익포레스트아파트,84,매매,737,69800,서울특별시 노원구 공릉동,202506,개인
삼익플라주101동,84,매매,104,85000,서울특별시 영등포구 양평동3가,202506,개인
삼익플라주201동,84,매매,105,82000,서울특별시 영등포구 양평동3가,202506,개인
삼익플라주행복한마을,84,매매,1068,55000,서울특별시 양천구 신월동,202506,개인
삼전솔하임3차,15,매매,88-510,11250,서울특별시 성북구 하월곡동,202506,개인
삼정그린코아,114,매매,282,123000,서울특별시 강서구 염창동,202506,개인
삼정아트테라스정동,18,매매,37,31950,서울특별시 중구 정동,202506,개인
삼주빌라,41,매매,798-11,16000,서울특별시 구로구 구로동,202506,개인
삼창,56,매매,448-3,43000,서울특별시 노원구 월계동,202506,법인
삼창타워주상프라자,58,매매,584-1,45500,서울특별시 노원구 중계동,202506,개인
삼창타워주상프라자,84,매매,584-1,64000,서울특별시 노원구 중계동,202506,개인
삼천리,59,매매,340,55000,서울특별시 구로구 오류동,202506,개인
삼천리,134,매매,340,53000,서울특별시 구로구 오류동,202506,개인
삼풍아파트,79,매매,1685,320000,서울특별시 서초구 서초동,202506,개인
삼풍아파트,130,매매,1685,384333,서울특별시 서초구 서초동,202506,개인
삼형.그레이스빌,79,매매,564-7,58500,서울특별시 강서구 등촌동,202506,개인
삼호,59,매매,471,49000,서울특별시 구로구 개봉동,202506,개인
삼호,59,매매,66,73000,서울특별시 영등포구 양평동3가,202506,개인
삼호,84,매매,471,65700,서울특별시 구로구 개봉동,202506,개인
삼호,84,매매,66,85000,서울특별시 영등포구 양평동3가,202506,개인
삼호2,131,매매,758-4,259000,서울특별시 서초구 방배동,202506,개인
삼호3,59,매매,13,77940,서울특별시 노원구 월계동,202506,개인
삼호4,50,매매,12,62050,서울특별시 노원구 월계동,202506,개인
삼호4,59,매매,12,71017,서울특별시 노원구 월계동,202506,개인
삼호가든맨션(5차),142,매매,30-1,412000,서울특별시 서초구 반포동,202506,개인
삼호아파트,59,매매,136,73000,서울특별시 송파구 거여동,202506,개인
삼호아파트,84,매매,136,90000,서울특별시 송파구 거여동,202506,개인
삼호한숲,59,매매,94,86633,서울특별시 영등포구 양평동4가,202506,개인
삼호한숲,84,매매,1030-1,150500,서울특별시 서초구 방배동,202506,개인
삼호한숲,84,매매,94,110250,서울특별시 영등포구 양평동4가,202506,개인
삼환,59,매매,470,52040,서울특별시 구로구 개봉동,202506,개인
삼환,59,매매,76-1,110000,서울특별시 영등포구 영등포동8가,202506,개인
삼환,59,매매,897-1,87886,서울특별시 영등포구 신길동,202506,개인
삼환,84,매매,176,162000,서울특별시 송파구 가락동,202506,개인
삼환,84,매매,47,132667,서울특별시 강동구 명일동,202506,개인
삼환,84,매매,470,65300,서울특별시 구로구 개봉동,202506,개인
삼환,84,매매,76-1,131400,서울특별시 영등포구 영등포동8가,202506,개인
삼환,84,매매,897-1,99556,서울특별시 영등포구 신길동,202506,개인
삼환,114,매매,470,70500,서울특별시 구로구 개봉동,202506,개인
삼환,114,매매,76-1,155000,서울특별시 영등포구 영등포동8가,202506,개인
삼환,121,매매,176,181250,서울특별시 송파구 가락동,202506,개인
삼환(101동),84,매매,10,198000,서울특별시 강남구 청담동,202506,개인
삼환SOGOOD,84,매매,938-16,190000,서울특별시 강남구 대치동,202506,개인
삼환나우빌(520-0),84,매매,520,96500,서울특별시 동작구 상도동,202506,개인
삼환도봉,73,매매,87,52000,서울특별시 도봉구 도봉동,202506,개인
상계1차중앙하이츠,59,매매,1279,47800,서울특별시 노원구 상계동,202506,개인
상계2차중앙하이츠,59,매매,1282,58571,서울특별시 노원구 상계동,202506,개인
